row_id,production_time,production_day,actual_target,Толщина (СЗ),Заданный план охлаждения (PM),Ширина (СЗ),Агрегат_бригада_резки,"Скорость смотки, макс","Скорость смотки, сред",f_ulo_family_6,Назначение многозначное (СЗ),Покупатель (СЗ),Плановая неделя отгрузки (СЗ),Химия | Mn,Химия | C,"Тсм_Зеленая, макс",Химия | B,Вид кромки (СЗ),f_pm_family_6,Химия | Si,Наимен. конеч. потребителя (СЗ),Химия | Ceq1,Химия | Cr,Заправочная скорость смотки,Марка (СЗ),Код УЛО новый (ПЗ),"Общее время нагрева в печи_Зеленая, мин","Номер моталки_Зеленая, мин","Тсм_Зеленая, мин","Ткп_Зеленая, макс","Скорость после чистовой группы_Зеленая, мин","Номер моталки_Зеленая, макс",Плоскостность (Сб.зак.),"mean_yest_Тсм_Зеленая, мин",Химия | W,Химия | S,"mean_yest_Скорость смотки, макс",Марка,"mean_yest_Скорость после чистовой группы_Зеленая, мин",Химия | N,Химия | Ti,Химия | Sn,Химия | Al,f_speed_thread_gap,Семья,Химия | Sb,mean_yest_СКН | лпц-2. ткп (несоответствие заданным границам в асут). ручные вмешательства,Химия | Nb,Химия | P,Химия | Zr,"Время нахождения сляба в печах, зоны 3-8_Зеленая, макс","Скорость после чистовой группы_Зеленая, макс",Химия | Pb,Величина плоскостности (СЗ),Химия | V,"Время нахождения сляба в печах, зоны 3-8_Зеленая, мин",mean_yest_СКН | лпц-2. т5 (несоответствие заданным границам в асут),Величина плоскостности (СЗ)__unified,"mean_yest_Скорость смотки, сред",mean_yest_Заправочная скорость смотки,mean_yest_СКН | лпц-2. общее время нагрева в печи (несоответствие заданному параметру в асут),Химия | Ni,Код плательщика,mean_yest_СКН | лпц-2. ткп (несоответствие заданным границам в асут). без ручных вмешательств,Код грузополучателя (СЗ),"Наработка валков верт. кл. 5, т",Химия | Ca,Конечный потребитель (СЗ),f_ulo_missing,mean_yest_СКН | лпц-2. весь сортамент. расход воды на охлаждение рв клеть 6,mean_yest_СКН | лпц-2. дельта т5,mean_yest_СКН | лпц-2. не проведён осмотр пов-ти контрольных рулонов sherlock,mean_yest_СКН | лпц-2. скн по невязанным с м4,mean_yest_СКН | лпц-2. скн по невязанным с м5,mean_yest_СКН | лпц-2. стан 2000. кол-во упаковочных лент,mean_yest_СКН | лпц-2. тсм (несоответствие заданным границам в асут). без ручных вмешательств,"mean_yest_Общее время нагрева в печи_Зеленая, мин","mean_yest_Ткп_Зеленая, мин",mean_yest_МСО | лпц-2. стан-2000. моталка №4. м4_рвм,ind_speed_vol_20
DEMO_PRODUCT_000117,2026-01-02 03:52:13,2026-01-02,0,13.539739,DEMO_CATEGORY_05,1341.387509,4.546210,28.999201,18.251994,DEMO_CATEGORY_02,DEMO_CATEGORY_07,DEMO_CATEGORY_05,15.762441,0.246988,0.520717,660.061137,0.062995,DEMO_CATEGORY_08,DEMO_CATEGORY_06,0.385924,DEMO_CATEGORY_03,1.245208,0.012211,8.563432,DEMO_CATEGORY_03,DEMO_CATEGORY_01,264.696521,16.000000,875.856968,578.228450,29.898398,62.000000,DEMO_CATEGORY_07,931.754781,0.260614,0.210493,0.747809,DEMO_CATEGORY_04,12.571180,0.229364,0.067221,0.154946,0.526085,9.193892,DEMO_CATEGORY_01,0.040715,606.095653,0.060334,0.686579,0.455243,293.373514,2.611134,0.128277,DEMO_CATEGORY_08,0.171979,44.227611,28.412724,DEMO_CATEGORY_06,3.491683,26.789687,19.707327,0.129787,23.000000,593.885777,42.000000,2391.019364,0.263333,91.000000,18.648161,-17.803312,2.503326,8.726821,-20.927141,20.681181,-14.188103,558.112179,182.500205,593.623236,2.171639,-11.407289
DEMO_PRODUCT_000118,2026-01-02 03:59:20,2026-01-02,0,14.771520,DEMO_CATEGORY_08,984.536899,4.796183,20.213593,12.753273,DEMO_CATEGORY_02,DEMO_CATEGORY_04,DEMO_CATEGORY_02,10.546778,0.352244,0.194997,644.951549,1.440688,DEMO_CATEGORY_06,DEMO_CATEGORY_06,0.093041,DEMO_CATEGORY_01,1.100556,1.118976,0.904931,DEMO_CATEGORY_02,DEMO_CATEGORY_08,71.057422,88.000000,817.381634,516.306726,11.594150,38.000000,DEMO_CATEGORY_05,1001.014561,1.292105,0.285286,29.657597,DEMO_CATEGORY_06,24.952975,0.026043,0.128799,0.729361,0.863479,-15.356916,DEMO_CATEGORY_06,0.545149,609.256614,0.979844,0.229581,0.207274,292.896346,33.529419,0.749194,DEMO_CATEGORY_05,1.138158,158.223863,2.828023,DEMO_CATEGORY_07,37.708873,32.626529,26.296404,0.724025,50.000000,787.393506,36.000000,1044.998909,0.848171,54.000000,3.718315,13.299604,14.305290,18.461373,3.391265,-16.070854,8.305783,1029.280403,173.451769,560.671764,-11.853899,-20.164434
DEMO_PRODUCT_000119,2026-01-02 04:00:26,2026-01-02,0,12.389109,DEMO_CATEGORY_08,2008.412142,-24.341793,15.561210,19.452983,DEMO_CATEGORY_02,DEMO_CATEGORY_06,DEMO_CATEGORY_05,-6.280533,0.740422,0.451620,513.186280,0.442628,DEMO_CATEGORY_06,DEMO_CATEGORY_03,0.356539,,1.013530,0.711710,8.856232,DEMO_CATEGORY_02,DEMO_CATEGORY_08,215.539853,39.000000,893.540962,551.650371,23.761646,75.000000,DEMO_CATEGORY_05,914.742557,0.296981,0.158962,32.231458,DEMO_CATEGORY_08,12.490068,0.385833,0.127349,0.365054,0.428267,-6.563941,DEMO_CATEGORY_07,0.125355,632.765807,0.239148,0.197953,0.178153,96.395226,36.081994,0.098932,DEMO_CATEGORY_06,0.870860,274.495171,-9.041036,DEMO_CATEGORY_07,13.051441,28.291847,12.038050,0.112453,3.000000,844.517204,58.000000,1974.379849,0.024716,46.000000,,4.368376,-5.245185,9.453408,0.176514,-3.167716,-7.777858,477.793859,270.278512,571.329145,-3.023266,-19.182318
DEMO_PRODUCT_000120,2026-01-02 04:47:52,2026-01-02,1,19.109819,DEMO_CATEGORY_03,800.583684,20.154064,4.951916,15.206075,DEMO_CATEGORY_02,DEMO_CATEGORY_06,DEMO_CATEGORY_01,-4.507843,0.017586,0.835641,,0.040976,DEMO_CATEGORY_03,DEMO_CATEGORY_07,0.180315,DEMO_CATEGORY_06,0.184538,0.400187,19.413260,DEMO_CATEGORY_06,DEMO_CATEGORY_07,192.048203,36.000000,581.416676,669.797181,34.444671,96.000000,,744.019518,0.623970,0.120894,13.331655,DEMO_CATEGORY_07,32.352373,0.038141,0.329755,0.176022,0.072282,-9.693913,DEMO_CATEGORY_02,0.295300,926.142558,0.513020,0.463960,0.259110,43.368860,6.954220,0.666837,DEMO_CATEGORY_07,0.446739,281.646807,-6.823523,DEMO_CATEGORY_06,15.190901,31.418087,123.326113,0.721239,64.000000,529.807299,7.000000,4928.415131,0.860219,8.000000,-15.198680,-18.228842,-8.724521,20.685926,0.830120,8.582409,-3.545039,768.151081,236.721577,859.315308,-10.992743,-0.107667
DEMO_PRODUCT_000121,2026-01-02 05:09:00,2026-01-02,0,10.387208,DEMO_CATEGORY_05,878.317224,5.285535,31.405544,4.522373,DEMO_CATEGORY_05,DEMO_CATEGORY_07,DEMO_CATEGORY_07,5.043870,0.009318,0.649369,829.774698,0.804254,DEMO_CATEGORY_05,DEMO_CATEGORY_08,0.885313,DEMO_CATEGORY_04,0.042512,0.482766,24.317504,DEMO_CATEGORY_07,DEMO_CATEGORY_06,254.709381,51.000000,487.039233,707.151466,26.261726,81.000000,DEMO_CATEGORY_08,566.284229,0.177516,0.117989,20.772040,DEMO_CATEGORY_07,20.152125,0.048193,0.061210,0.037634,0.694973,0.842532,DEMO_CATEGORY_06,0.238376,621.454250,0.583593,0.249953,0.237916,178.699282,4.486809,0.402550,DEMO_CATEGORY_04,0.250676,239.814324,6.414871,DEMO_CATEGORY_06,22.412418,36.817361,159.021496,0.215051,77.000000,788.422414,25.000000,3657.001550,0.313090,39.000000,14.007979,7.693242,12.050034,0.989802,15.962016,-8.139909,18.478238,811.178287,289.577459,677.666901,4.810886,0.298087
DEMO_PRODUCT_000122,2026-01-02 05:36:52,2026-01-02,0,6.705166,DEMO_CATEGORY_08,1310.138168,6.969187,24.698578,34.669028,DEMO_CATEGORY_07,DEMO_CATEGORY_06,DEMO_CATEGORY_01,5.312160,0.280680,0.508764,865.310266,0.294008,DEMO_CATEGORY_07,DEMO_CATEGORY_03,0.529535,DEMO_CATEGORY_03,0.161603,0.227367,3.583509,DEMO_CATEGORY_02,DEMO_CATEGORY_05,189.565874,24.000000,578.595225,679.335433,15.491347,74.000000,DEMO_CATEGORY_07,978.645097,1.275507,0.053301,16.395311,DEMO_CATEGORY_03,16.374079,0.200886,0.086064,0.562495,0.276286,-7.411408,DEMO_CATEGORY_07,0.089636,1028.017542,0.227543,0.132141,0.208161,184.654330,26.889390,0.201797,DEMO_CATEGORY_06,0.831747,34.040346,2.676995,DEMO_CATEGORY_08,2.998389,23.480526,249.195646,0.690289,74.000000,618.715436,80.000000,3885.234490,0.176082,90.000000,11.059533,1.638115,,-0.369140,-4.106762,-3.579099,4.077753,537.449480,231.169570,784.321106,6.593478,11.268096
DEMO_PRODUCT_000123,2026-01-02 05:43:49,2026-01-02,0,10.067425,DEMO_CATEGORY_06,1761.657558,-1.435404,15.075267,28.050949,DEMO_CATEGORY_04,DEMO_CATEGORY_01,DEMO_CATEGORY_05,-6.338819,0.138684,0.081253,988.762799,0.248949,DEMO_CATEGORY_03,DEMO_CATEGORY_04,0.442155,DEMO_CATEGORY_06,0.382572,0.087323,15.025437,DEMO_CATEGORY_02,DEMO_CATEGORY_04,57.590924,14.000000,661.905028,541.422617,21.290599,57.000000,DEMO_CATEGORY_02,572.529117,0.139934,0.698418,26.152983,DEMO_CATEGORY_02,2.515724,0.733397,0.526148,0.104441,0.750112,-0.005174,DEMO_CATEGORY_01,0.996658,931.221677,0.129592,0.118490,0.108245,218.063533,31.559376,0.252865,DEMO_CATEGORY_06,,10.878243,8.115566,DEMO_CATEGORY_07,6.586719,37.482851,230.833289,0.101070,66.000000,,48.000000,1495.210191,0.062463,13.000000,-7.049668,-2.920335,,-11.578267,5.093596,-9.287613,0.834625,913.445668,192.719472,902.455755,-4.659539,10.546861
DEMO_PRODUCT_000124,2026-01-02 05:53:29,2026-01-02,1,7.833660,DEMO_CATEGORY_08,1278.386013,-18.553535,36.751519,1.652355,DEMO_CATEGORY_01,DEMO_CATEGORY_05,DEMO_CATEGORY_04,-16.167768,0.552935,0.413370,956.312716,0.738493,DEMO_CATEGORY_05,DEMO_CATEGORY_07,0.925266,DEMO_CATEGORY_06,0.122582,0.378685,15.066670,DEMO_CATEGORY_08,DEMO_CATEGORY_04,86.160735,58.000000,707.496192,618.021528,35.460993,93.000000,DEMO_CATEGORY_01,730.965259,0.172590,0.671717,35.355363,DEMO_CATEGORY_02,26.993122,0.776066,0.523590,0.289267,0.858772,9.096804,DEMO_CATEGORY_06,0.071572,594.626592,0.340284,0.332845,0.495232,122.861253,39.744756,0.185773,DEMO_CATEGORY_02,1.019115,146.355009,-13.740636,DEMO_CATEGORY_07,5.896003,29.306457,117.710251,0.041980,66.000000,958.009075,73.000000,1685.751610,0.132824,51.000000,-10.580608,20.588924,-10.878125,-4.192449,3.829448,26.228964,26.579163,534.816426,220.363325,679.646101,-2.671085,-1.718235
DEMO_PRODUCT_000125,2026-01-02 06:38:13,2026-01-02,0,5.263902,DEMO_CATEGORY_04,892.837945,6.747221,26.386908,4.631457,DEMO_CATEGORY_04,DEMO_CATEGORY_08,DEMO_CATEGORY_02,21.136927,0.093970,0.317298,721.088322,0.118713,DEMO_CATEGORY_02,DEMO_CATEGORY_02,0.295627,DEMO_CATEGORY_05,0.249320,0.056121,5.321148,DEMO_CATEGORY_03,DEMO_CATEGORY_02,145.431764,87.000000,522.335480,716.496156,25.366993,22.000000,DEMO_CATEGORY_05,845.208757,0.132581,0.880828,28.003258,DEMO_CATEGORY_06,31.833476,0.011226,0.209245,0.956150,0.273740,4.819455,DEMO_CATEGORY_05,0.525148,864.305181,0.170246,0.296579,,,2.511994,0.337572,DEMO_CATEGORY_08,0.183948,142.288235,13.319588,DEMO_CATEGORY_05,3.561158,36.320071,282.168704,1.023325,12.000000,997.511980,43.000000,3871.007313,0.215063,58.000000,-3.730464,-5.035477,,-17.293340,10.725929,2.130779,-16.203269,1014.228999,276.163028,912.923019,5.933912,-6.541472
DEMO_PRODUCT_000126,2026-01-02 06:39:03,2026-01-02,0,1.873302,DEMO_CATEGORY_03,1244.976047,-5.651880,37.169555,3.860579,DEMO_CATEGORY_06,DEMO_CATEGORY_05,DEMO_CATEGORY_05,9.561240,0.426504,0.164548,545.863225,0.173874,DEMO_CATEGORY_02,DEMO_CATEGORY_06,0.549013,DEMO_CATEGORY_04,0.659896,0.025005,37.913615,DEMO_CATEGORY_03,DEMO_CATEGORY_05,166.065511,90.000000,903.643664,500.470525,21.964536,73.000000,DEMO_CATEGORY_07,959.185215,1.061264,0.172890,21.632999,DEMO_CATEGORY_08,36.146188,0.472201,0.597859,0.347528,0.110108,-6.554681,DEMO_CATEGORY_02,0.363125,1045.699907,0.175114,0.710474,0.162199,98.704453,33.607893,0.662310,DEMO_CATEGORY_08,0.932741,197.805989,-0.641007,DEMO_CATEGORY_07,26.494685,10.116876,70.191243,0.326483,37.000000,547.603902,10.000000,1421.520858,1.031084,72.000000,-24.120512,9.839956,4.158065,7.771710,-7.631735,4.651833,-5.724764,502.886742,186.922076,495.094024,10.977297,-7.552320
DEMO_PRODUCT_000127,2026-01-02 06:45:11,2026-01-02,0,7.692037,DEMO_CATEGORY_05,1142.973203,5.439317,18.976498,2.469742,DEMO_CATEGORY_07,DEMO_CATEGORY_05,DEMO_CATEGORY_02,1.568530,0.426231,0.113934,,0.280918,DEMO_CATEGORY_07,DEMO_CATEGORY_01,0.120991,DEMO_CATEGORY_05,0.445386,0.281726,39.747597,DEMO_CATEGORY_05,DEMO_CATEGORY_03,128.080634,21.000000,781.121006,480.105696,16.366745,89.000000,DEMO_CATEGORY_04,956.267764,0.419841,0.480608,29.770638,DEMO_CATEGORY_05,12.258280,0.020176,0.144406,0.467197,0.023029,9.102631,DEMO_CATEGORY_03,0.322381,777.891858,0.038463,1.002219,0.651919,10.764363,,0.611088,DEMO_CATEGORY_02,0.761532,131.661675,1.929230,DEMO_CATEGORY_02,22.214581,23.208699,36.745290,0.696018,51.000000,516.165421,58.000000,3877.603849,0.159749,86.000000,10.684237,22.807006,-13.497909,-12.800638,6.264042,6.614480,-1.548740,1006.345773,126.422734,1005.566660,-15.027669,-18.242705
DEMO_PRODUCT_000128,2026-01-02 07:02:46,2026-01-02,0,14.516778,DEMO_CATEGORY_07,807.587720,-2.188011,18.184713,2.362271,,DEMO_CATEGORY_05,DEMO_CATEGORY_05,1.757752,0.653279,0.398434,840.429139,0.683651,DEMO_CATEGORY_04,DEMO_CATEGORY_08,0.024534,DEMO_CATEGORY_02,0.266290,0.486274,4.527932,DEMO_CATEGORY_03,DEMO_CATEGORY_07,258.539157,87.000000,846.646708,926.369262,30.202042,84.000000,DEMO_CATEGORY_06,668.748742,0.097424,1.010237,28.588855,DEMO_CATEGORY_02,19.267208,0.377275,0.136930,0.224027,0.344937,9.223487,DEMO_CATEGORY_02,0.495488,939.128980,0.234760,0.474017,0.112777,52.020936,14.829987,0.674067,DEMO_CATEGORY_05,0.249451,65.461890,-4.696483,DEMO_CATEGORY_06,19.146059,14.713621,285.097548,0.037553,7.000000,899.028735,21.000000,1158.169743,0.803159,38.000000,6.812791,0.123377,-19.923725,-4.867002,-3.781623,-13.763061,-9.574439,802.452891,65.696360,494.381539,-19.916892,4.793658
DEMO_PRODUCT_000129,2026-01-02 07:14:10,2026-01-02,0,1.350318,DEMO_CATEGORY_08,1548.722678,2.380394,37.489572,6.284493,DEMO_CATEGORY_03,DEMO_CATEGORY_05,DEMO_CATEGORY_06,6.213170,0.780187,0.165690,478.247751,0.164084,DEMO_CATEGORY_02,DEMO_CATEGORY_01,0.075356,DEMO_CATEGORY_01,0.729624,0.373794,10.928024,DEMO_CATEGORY_08,DEMO_CATEGORY_01,255.668160,35.000000,501.108535,,6.885009,30.000000,DEMO_CATEGORY_05,523.063096,0.286713,0.796634,2.580013,DEMO_CATEGORY_08,20.718922,1.116367,0.781052,0.940155,0.886000,9.722415,DEMO_CATEGORY_08,0.139301,597.337326,0.262516,0.158285,0.515257,11.228020,18.320892,1.014973,DEMO_CATEGORY_03,0.031001,280.259044,,DEMO_CATEGORY_02,31.256109,23.545564,108.373673,0.345318,83.000000,603.929229,49.000000,3916.125624,0.314461,11.000000,0.631240,-0.369370,2.971422,-8.095023,11.584212,1.024505,0.813471,,200.783687,1018.818098,8.418718,6.165815
DEMO_PRODUCT_000130,2026-01-02 07:17:41,2026-01-02,0,9.344392,DEMO_CATEGORY_06,963.304281,-7.749964,38.391657,33.914776,DEMO_CATEGORY_06,DEMO_CATEGORY_04,DEMO_CATEGORY_04,7.410633,0.088969,0.617446,989.640807,0.144186,DEMO_CATEGORY_02,DEMO_CATEGORY_01,0.683344,DEMO_CATEGORY_03,,0.151910,0.465817,DEMO_CATEGORY_02,DEMO_CATEGORY_01,224.748337,81.000000,750.225959,631.929613,28.616088,4.000000,DEMO_CATEGORY_08,743.874300,0.182812,0.060069,31.279315,DEMO_CATEGORY_02,17.139729,0.212862,0.388824,1.131663,0.157166,8.616974,DEMO_CATEGORY_01,1.157548,942.086914,0.131349,0.437632,0.200930,26.503056,36.368687,1.021942,DEMO_CATEGORY_04,0.192225,39.609380,-10.780017,DEMO_CATEGORY_01,25.121641,,60.445987,0.834374,70.000000,666.255382,96.000000,4642.438647,0.291203,19.000000,-16.748029,-3.907441,11.260716,2.789023,-5.066588,-4.213205,-9.140251,1002.771413,5.664750,616.424793,-3.561798,3.799237
DEMO_PRODUCT_000131,2026-01-02 07:42:33,2026-01-02,0,13.236179,DEMO_CATEGORY_06,1202.494804,8.643889,38.430693,33.129332,DEMO_CATEGORY_01,DEMO_CATEGORY_08,DEMO_CATEGORY_03,-20.863667,0.326734,0.224444,651.143545,0.031049,DEMO_CATEGORY_01,DEMO_CATEGORY_04,0.150384,DEMO_CATEGORY_05,0.505084,0.257101,31.577514,DEMO_CATEGORY_05,DEMO_CATEGORY_07,133.613413,31.000000,974.826495,510.138462,22.386566,87.000000,DEMO_CATEGORY_03,973.765730,0.597848,0.074241,36.035983,DEMO_CATEGORY_01,6.546608,0.541950,0.622798,0.186590,0.830779,-11.869488,DEMO_CATEGORY_04,0.693901,938.528255,0.054068,0.200251,0.174482,56.681739,17.598446,0.463221,DEMO_CATEGORY_07,0.779694,30.413298,8.977755,DEMO_CATEGORY_02,5.816875,32.700566,54.750251,0.022889,17.000000,684.540266,19.000000,133.738725,0.153443,97.000000,1.433441,-0.820933,13.836655,-9.960899,10.101436,-10.613598,2.688949,1024.841829,,685.065217,6.468038,3.026489
DEMO_PRODUCT_000132,2026-01-02 08:01:22,2026-01-02,0,12.597678,DEMO_CATEGORY_05,1697.665762,-11.883790,32.755896,31.325859,DEMO_CATEGORY_04,DEMO_CATEGORY_01,DEMO_CATEGORY_04,-3.508720,0.069802,0.690110,707.267848,0.451368,DEMO_CATEGORY_04,DEMO_CATEGORY_07,0.115310,DEMO_CATEGORY_06,0.058587,0.237345,16.761945,DEMO_CATEGORY_01,DEMO_CATEGORY_04,228.693993,31.000000,966.216855,560.741244,3.603988,86.000000,DEMO_CATEGORY_03,623.563732,0.260949,0.731983,3.334293,DEMO_CATEGORY_04,32.116526,0.458564,0.663136,0.112967,0.412654,8.166825,DEMO_CATEGORY_06,0.127233,785.199901,0.060106,0.181192,0.323347,48.868937,12.939563,0.148683,DEMO_CATEGORY_01,0.133013,26.041955,-1.391879,,24.849827,31.362707,27.601476,0.385878,6.000000,881.110711,82.000000,4295.277072,0.047263,95.000000,22.025201,-9.616885,-11.208470,-9.959093,-6.680877,17.850213,3.803977,959.970774,224.342498,905.001016,-1.192149,-4.961576
DEMO_PRODUCT_000133,2026-01-02 08:08:04,2026-01-02,0,15.756320,DEMO_CATEGORY_03,1815.161964,22.455694,18.496246,24.588260,DEMO_CATEGORY_05,DEMO_CATEGORY_07,DEMO_CATEGORY_08,-4.548300,0.296185,0.073020,758.268837,0.095501,DEMO_CATEGORY_03,DEMO_CATEGORY_02,0.934575,DEMO_CATEGORY_02,0.337396,0.084703,39.265327,DEMO_CATEGORY_08,DEMO_CATEGORY_05,257.644041,44.000000,870.720729,951.914672,33.448839,63.000000,DEMO_CATEGORY_06,772.862686,0.005766,0.875899,25.094593,DEMO_CATEGORY_05,17.248882,0.283320,0.204596,0.139617,0.035943,-3.311794,DEMO_CATEGORY_02,0.318668,,0.129177,0.071379,0.235571,54.660916,15.563387,0.580458,DEMO_CATEGORY_04,0.159144,224.201110,-13.254658,DEMO_CATEGORY_05,33.887610,3.291539,61.056668,0.583142,91.000000,779.994328,64.000000,4680.428062,0.517675,6.000000,-21.818302,-2.738393,9.024215,3.251893,-6.910969,-24.179259,18.869933,1008.750536,,619.165176,3.114769,6.295114
DEMO_PRODUCT_000134,2026-01-02 08:13:19,2026-01-02,0,16.399875,DEMO_CATEGORY_04,1168.837878,22.379486,8.411972,28.939742,DEMO_CATEGORY_01,DEMO_CATEGORY_02,DEMO_CATEGORY_07,-1.614347,0.230355,0.637074,997.211542,0.322832,DEMO_CATEGORY_01,DEMO_CATEGORY_05,0.047468,DEMO_CATEGORY_06,1.206824,0.083390,19.814566,DEMO_CATEGORY_03,DEMO_CATEGORY_03,181.790890,76.000000,813.561073,1004.419159,23.051105,81.000000,DEMO_CATEGORY_02,544.710557,0.092845,0.667352,0.349840,DEMO_CATEGORY_02,38.102693,0.585599,0.351658,0.247011,0.109136,-3.536010,DEMO_CATEGORY_08,0.058979,652.772925,0.450388,0.115299,0.105683,222.587719,19.194823,0.631525,DEMO_CATEGORY_01,0.325789,291.743691,-5.921405,DEMO_CATEGORY_06,3.857914,31.784450,207.683773,0.058198,91.000000,980.850900,1.000000,654.759729,0.233500,58.000000,2.279213,-3.194823,1.520285,-11.548463,-9.127499,6.139400,-5.332065,795.124153,164.162157,1016.795278,-28.031483,4.998542
DEMO_PRODUCT_000135,2026-01-02 08:20:23,2026-01-02,0,14.522411,DEMO_CATEGORY_04,1260.871139,16.326996,15.337635,29.539248,DEMO_CATEGORY_01,DEMO_CATEGORY_02,DEMO_CATEGORY_01,7.707939,0.528261,0.675727,552.293922,0.026339,DEMO_CATEGORY_04,DEMO_CATEGORY_03,0.194239,DEMO_CATEGORY_03,0.674515,1.552938,2.733261,DEMO_CATEGORY_07,DEMO_CATEGORY_02,181.739599,41.000000,1004.718547,697.265824,24.485614,54.000000,DEMO_CATEGORY_07,895.900350,0.170043,0.442185,20.203281,DEMO_CATEGORY_08,31.855272,0.262888,0.067280,0.291915,0.212500,-0.134294,DEMO_CATEGORY_06,0.406146,1019.953206,0.294729,0.555223,0.801459,299.550515,15.694743,0.097870,DEMO_CATEGORY_01,0.204663,164.373051,-19.727459,DEMO_CATEGORY_05,25.317209,29.096000,298.025281,0.684410,49.000000,622.503364,80.000000,827.242691,0.025596,67.000000,-16.658977,6.493787,16.704648,5.788686,-5.179433,-5.696169,4.256046,463.758067,112.374142,885.843288,-0.394023,-12.169920
DEMO_PRODUCT_000136,2026-01-02 08:41:00,2026-01-02,0,2.953156,DEMO_CATEGORY_07,1145.672933,12.754790,37.531900,35.572515,DEMO_CATEGORY_07,DEMO_CATEGORY_05,DEMO_CATEGORY_03,-17.900802,0.202540,1.063397,671.213877,0.108814,DEMO_CATEGORY_08,DEMO_CATEGORY_08,0.244615,DEMO_CATEGORY_05,0.360664,0.569276,32.822684,DEMO_CATEGORY_08,DEMO_CATEGORY_04,70.410257,89.000000,514.257368,577.614454,23.121837,59.000000,DEMO_CATEGORY_03,814.163326,0.655206,0.420447,23.991452,DEMO_CATEGORY_03,4.012869,0.370834,0.821663,0.222771,0.167585,0.497555,DEMO_CATEGORY_06,0.270792,777.371350,0.254498,0.016160,0.440644,290.725885,36.674716,0.193121,DEMO_CATEGORY_04,0.051099,50.712008,-17.188650,DEMO_CATEGORY_01,,31.159090,163.696814,1.036325,81.000000,,30.000000,482.030853,0.759810,64.000000,-14.550414,-2.482673,-3.976583,8.449362,-3.974544,-5.805322,21.775842,775.033798,206.569566,581.865029,-7.447277,-1.882149
DEMO_PRODUCT_000137,2026-01-02 09:08:40,2026-01-02,0,10.025426,DEMO_CATEGORY_05,2139.644040,-0.845484,14.542172,29.293721,DEMO_CATEGORY_02,DEMO_CATEGORY_06,DEMO_CATEGORY_01,-13.491424,0.321268,0.172358,750.804304,0.121600,DEMO_CATEGORY_08,DEMO_CATEGORY_04,0.218461,DEMO_CATEGORY_01,0.070778,0.081675,31.347179,DEMO_CATEGORY_05,DEMO_CATEGORY_02,106.526498,89.000000,474.354973,867.014555,36.566440,25.000000,DEMO_CATEGORY_04,893.834103,0.271223,1.103003,9.756599,DEMO_CATEGORY_02,30.356938,0.195982,0.465583,0.566260,0.008909,-18.288300,DEMO_CATEGORY_08,0.733425,886.963910,0.352323,0.046203,0.084106,51.598671,39.749744,0.763867,DEMO_CATEGORY_07,0.270805,144.853628,-1.179284,DEMO_CATEGORY_01,23.585216,13.140736,117.630731,0.115194,94.000000,943.767017,78.000000,524.744842,0.591224,12.000000,9.729977,-1.147793,4.625858,-20.430706,-17.298630,11.084954,-3.343205,918.729045,129.580137,573.560695,-15.982597,-4.763458
DEMO_PRODUCT_000138,2026-01-02 09:45:11,2026-01-02,0,12.464713,DEMO_CATEGORY_07,1066.727618,11.665467,30.268697,29.458372,DEMO_CATEGORY_02,DEMO_CATEGORY_08,DEMO_CATEGORY_02,-6.817450,0.660415,0.743761,1045.139236,0.504135,DEMO_CATEGORY_05,DEMO_CATEGORY_04,0.205291,DEMO_CATEGORY_03,0.402236,0.647962,8.052896,DEMO_CATEGORY_01,DEMO_CATEGORY_05,205.554258,83.000000,886.257519,572.384262,21.862208,70.000000,DEMO_CATEGORY_02,623.988534,0.589853,0.102493,5.231187,DEMO_CATEGORY_05,3.375532,0.201675,0.162796,0.710965,0.322121,4.798339,DEMO_CATEGORY_02,0.024367,465.115936,0.323794,0.856132,0.024171,260.095361,9.007505,0.642287,DEMO_CATEGORY_04,1.292060,14.387683,3.545845,DEMO_CATEGORY_07,2.395457,24.273615,2.494285,0.397670,57.000000,786.602322,45.000000,2051.058178,0.398009,51.000000,-6.903802,5.004358,-14.263161,21.192039,3.394452,-0.308595,13.593961,468.371382,242.523038,645.085039,,0.948149
DEMO_PRODUCT_000139,2026-01-02 09:48:16,2026-01-02,0,5.665755,DEMO_CATEGORY_01,1056.452845,-0.961765,36.920174,32.163247,DEMO_CATEGORY_05,DEMO_CATEGORY_03,DEMO_CATEGORY_07,1.543451,0.107074,0.737727,713.850628,0.393769,DEMO_CATEGORY_05,DEMO_CATEGORY_01,0.587497,DEMO_CATEGORY_02,0.384155,0.014927,7.267062,DEMO_CATEGORY_03,DEMO_CATEGORY_02,270.617857,21.000000,662.315513,858.617593,30.609198,80.000000,DEMO_CATEGORY_06,855.860800,0.072859,0.259115,10.936640,DEMO_CATEGORY_02,12.991090,0.010346,0.211992,0.639238,0.253330,1.113011,DEMO_CATEGORY_06,0.767457,876.999424,0.152581,0.553445,,237.376145,3.220797,0.525297,DEMO_CATEGORY_08,0.094093,46.696587,24.281219,,15.144449,37.249417,47.562346,0.375370,,934.614856,77.000000,3620.170930,0.396618,24.000000,-6.638176,4.672573,8.265816,-6.601813,4.944483,0.264506,-23.223485,932.552052,138.861549,827.873586,12.361276,-4.092515
